episode_id,product_id,ingredient_id,therapeutic_class,dosage_form,episode_start,episode_end,duration_days,is_resolved,is_open_at_cutoff,recurrence_index,days_since_prior_episode,episode_gap_rule_days
E000274,P00148,I0209,Cardiovascular,oral solid,2018-12-22,2019-03-07,75,1,0,2,270,30
E000275,P00148,I0209,Cardiovascular,oral solid,2019-04-16,2019-09-12,149,1,0,3,40,30
E000276,P00148,I0209,Cardiovascular,oral solid,2021-09-28,2021-11-11,44,1,0,4,747,30
E000277,P00149,I0423,Oncology,oral solid,2016-04-14,2016-09-01,140,1,0,0,,30
E000278,P00149,I0423,Oncology,oral solid,2018-04-27,2018-07-05,69,1,0,1,603,30
E000279,P00150,I0016,Electrolytes / fluids,inhalation,2017-09-19,2018-02-06,140,1,0,0,,30
E000280,P00151,I0066,Anaesthesia,ophthalmic,2015-03-05,2016-04-20,412,1,0,0,,30
E000281,P00152,I0123,Endocrine,inhalation,2017-02-18,2017-09-02,196,1,0,0,,30
E000282,P00152,I0123,Endocrine,inhalation,2019-07-19,2019-11-25,129,1,0,1,685,30
E000283,P00153,I0326,Electrolytes / fluids,injection,2016-04-29,2016-07-07,69,1,0,0,,30
E000284,P00153,I0326,Electrolytes / fluids,injection,2016-12-25,2017-01-30,36,1,0,1,171,30
E000285,P00154,I0389,Immunologic,oral solid,2017-03-21,2017-05-05,45,1,0,0,,30
E000286,P00155,I0336,Anti-infective,oral liquid,2015-06-24,2015-08-21,58,1,0,0,,30
E000287,P00155,I0336,Anti-infective,oral liquid,2016-05-12,2016-08-16,96,1,0,1,265,30
E000288,P00155,I0336,Anti-infective,oral liquid,2017-06-13,2017-10-04,113,1,0,2,301,30
E000289,P00156,I0080,Endocrine,oral liquid,2015-04-22,2015-08-14,114,1,0,0,,30
E000290,P00156,I0080,Endocrine,oral liquid,2017-05-31,2017-07-12,42,1,0,1,656,30
E000291,P00156,I0080,Endocrine,oral liquid,2018-01-30,2018-04-21,81,1,0,2,202,30
E000292,P00157,I0116,Cardiovascular,ophthalmic,2017-07-22,2017-12-25,156,1,0,0,,30
E000293,P00157,I0116,Cardiovascular,ophthalmic,2019-08-22,2019-10-08,47,1,0,1,605,30
E000294,P00158,I0107,CNS / analgesia,oral liquid,2015-05-23,2015-08-10,79,1,0,0,,30
E000295,P00159,I0229,Anti-infective,injection,2017-07-08,2017-09-24,78,1,0,0,,30
E000296,P00159,I0229,Anti-infective,injection,2019-01-09,2019-02-25,47,1,0,1,472,30
E000297,P00160,I0186,Respiratory,injection,2016-08-25,2016-11-06,73,1,0,0,,30
E000298,P00161,I0156,Anti-infective,oral liquid,2017-05-16,2017-06-30,45,1,0,0,,30
E000299,P00161,I0156,Anti-infective,oral liquid,2018-04-26,2019-02-14,294,1,0,1,300,30
E000300,P00161,I0156,Anti-infective,oral liquid,2019-05-21,2019-07-10,50,1,0,2,96,30
E000301,P00161,I0156,Anti-infective,oral liquid,2021-03-21,2021-07-18,119,1,0,3,620,30
E000302,P00161,I0156,Anti-infective,oral liquid,2023-08-19,2023-09-21,33,1,0,4,762,30
E000303,P00162,I0277,Oncology,oral solid,2017-11-22,2018-01-26,65,1,0,0,,30
E000304,P00163,I0178,Cardiovascular,oral solid,2017-09-05,2018-01-17,134,1,0,0,,30
E000305,P00163,I0178,Cardiovascular,oral solid,2019-09-26,2019-10-21,25,1,0,1,617,30
E000306,P00163,I0178,Cardiovascular,oral solid,2020-05-29,2020-08-22,85,1,0,2,221,30
E000307,P00164,I0133,Electrolytes / fluids,oral solid,2016-06-26,2016-12-12,169,1,0,0,,30
E000308,P00165,I0358,Cardiovascular,oral solid,2017-02-15,2017-03-16,29,1,0,0,,30
E000309,P00165,I0358,Cardiovascular,oral solid,2018-10-26,2019-02-28,125,1,0,1,589,30
E000310,P00165,I0358,Cardiovascular,oral solid,2020-06-16,2020-08-24,69,1,0,2,474,30
E000311,P00166,I0386,Cardiovascular,inhalation,2015-06-24,2015-08-15,52,1,0,0,,30
E000312,P00167,I0060,Anaesthesia,injection,2015-10-27,2015-12-27,61,1,0,0,,30
E000313,P00168,I0070,Cardiovascular,oral solid,2016-07-11,2016-12-23,165,1,0,0,,30
E000314,P00169,I0377,CNS / analgesia,injection,2015-04-28,2015-07-29,92,1,0,0,,30
E000315,P00169,I0377,CNS / analgesia,injection,2015-11-24,2016-01-12,49,1,0,1,118,30
E000316,P00169,I0377,CNS / analgesia,injection,2018-01-17,2018-11-02,289,1,0,2,736,30
E000317,P00169,I0377,CNS / analgesia,injection,2019-09-09,2020-03-15,188,1,0,3,311,30
E000318,P00170,I0156,Cardiovascular,oral solid,2016-08-03,2016-11-25,114,1,0,0,,30
E000319,P00171,I0168,Cardiovascular,inhalation,2017-03-03,2017-10-08,219,1,0,0,,30
E000320,P00172,I0207,Immunologic,oral solid,2017-01-09,2017-02-04,26,1,0,0,,30
E000321,P00172,I0207,Immunologic,oral solid,2018-02-23,2018-04-09,45,1,0,1,384,30
E000322,P00172,I0207,Immunologic,oral solid,2019-03-01,2019-08-09,161,1,0,2,326,30
E000323,P00173,I0070,Cardiovascular,oral liquid,2015-07-20,2015-10-10,82,1,0,0,,30
E000324,P00173,I0070,Cardiovascular,oral liquid,2016-01-07,2016-07-05,180,1,0,1,89,30
E000325,P00173,I0070,Cardiovascular,oral liquid,2017-09-03,2017-12-16,104,1,0,2,425,30
E000326,P00173,I0070,Cardiovascular,oral liquid,2018-08-24,2018-11-07,75,1,0,3,251,30
E000327,P00173,I0070,Cardiovascular,oral liquid,2021-03-14,2021-08-08,147,1,0,4,858,30
E000328,P00174,I0383,Electrolytes / fluids,oral liquid,2018-03-31,2019-03-09,343,1,0,0,,30
E000329,P00174,I0383,Electrolytes / fluids,oral liquid,2021-02-08,2021-03-11,31,1,0,1,702,30
E000330,P00175,I0378,Anti-infective,inhalation,2016-03-27,2016-09-05,162,1,0,0,,30
E000331,P00176,I0209,Oncology,oral liquid,2015-04-10,2015-12-04,238,1,0,0,,30
E000332,P00176,I0209,Oncology,oral liquid,2016-01-16,2016-08-18,215,1,0,1,43,30
E000333,P00177,I0148,Endocrine,oral liquid,2015-10-15,2015-11-22,38,1,0,0,,30
E000334,P00178,I0097,CNS / analgesia,oral solid,2015-10-29,2016-01-26,89,1,0,0,,30
E000335,P00178,I0097,CNS / analgesia,oral solid,2018-01-26,2018-05-13,107,1,0,1,731,30
E000336,P00178,I0097,CNS / analgesia,oral solid,2019-05-30,2019-07-17,48,1,0,2,382,30
E000337,P00179,I0287,Endocrine,ophthalmic,2017-10-07,2017-12-25,79,1,0,0,,30
E000338,P00179,I0287,Endocrine,ophthalmic,2019-06-28,2019-09-04,68,1,0,1,550,30
E000339,P00180,I0221,Ophthalmic,inhalation,2016-04-19,2016-07-13,85,1,0,0,,30
E000340,P00181,I0408,Oncology,injection,2017-11-17,2018-06-10,205,1,0,0,,30
E000341,P00182,I0010,Oncology,inhalation,2015-10-01,2016-09-21,356,1,0,0,,30
E000342,P00182,I0010,Oncology,inhalation,2016-12-25,2019-08-31,979,1,0,1,95,30
E000343,P00182,I0010,Oncology,inhalation,2022-02-12,2022-05-14,91,1,0,2,896,30
E000344,P00183,I0191,Cardiovascular,oral liquid,2017-09-10,2017-10-21,41,1,0,0,,30
E000345,P00183,I0191,Cardiovascular,oral liquid,2019-12-20,2020-02-21,63,1,0,1,790,30
E000346,P00184,I0060,Oncology,oral solid,2015-06-13,2015-12-31,201,1,0,0,,30
E000347,P00184,I0060,Oncology,oral solid,2016-12-17,2017-04-23,127,1,0,1,352,30
E000348,P00185,I0268,Anti-infective,ophthalmic,2016-10-09,2016-11-22,44,1,0,0,,30
E000349,P00185,I0268,Anti-infective,ophthalmic,2017-11-27,2017-12-16,19,1,0,1,370,30
E000350,P00186,I0048,Cardiovascular,oral solid,2016-11-21,2017-01-23,63,1,0,0,,30
E000351,P00187,I0078,CNS / analgesia,oral liquid,2015-01-07,2015-11-01,298,1,0,0,,30
E000352,P00187,I0078,CNS / analgesia,oral liquid,2018-02-28,2018-06-19,111,1,0,1,850,30
E000353,P00187,I0078,CNS / analgesia,oral liquid,2020-10-11,2020-11-22,42,1,0,2,845,30
E000354,P00188,I0115,Anaesthesia,oral liquid,2017-12-01,2018-03-18,107,1,0,0,,30
E000355,P00189,I0072,Cardiovascular,ophthalmic,2016-03-22,2016-06-09,79,1,0,0,,30
E000356,P00189,I0072,Cardiovascular,ophthalmic,2016-10-02,2018-10-19,747,1,0,1,115,30
E000357,P00190,I0187,Cardiovascular,oral liquid,2015-10-02,2015-12-27,86,1,0,0,,30
E000358,P00191,I0102,Anaesthesia,oral solid,2015-10-16,2016-02-26,133,1,0,0,,30
E000359,P00192,I0098,Anaesthesia,oral liquid,2017-01-17,2017-11-06,293,1,0,0,,30
E000360,P00192,I0098,Anaesthesia,oral liquid,2019-05-21,2019-12-03,196,1,0,1,561,30
E000361,P00193,I0283,Anti-infective,oral solid,2016-04-09,2016-05-07,28,1,0,0,,30
E000362,P00193,I0283,Anti-infective,oral solid,2017-12-03,2018-04-04,122,1,0,1,575,30
E000363,P00193,I0283,Anti-infective,oral solid,2018-10-06,2018-11-22,47,1,0,2,185,30
E000364,P00193,I0283,Anti-infective,oral solid,2019-09-30,2019-11-16,47,1,0,3,312,30
E000365,P00194,I0190,Anti-infective,inhalation,2017-04-16,2017-06-02,47,1,0,0,,30
E000366,P00195,I0339,Anti-infective,oral solid,2017-10-22,2017-12-01,40,1,0,0,,30
E000367,P00196,I0081,Anti-infective,oral liquid,2018-04-02,2018-05-12,40,1,0,0,,30
E000368,P00196,I0081,Anti-infective,oral liquid,2019-04-01,2019-05-29,58,1,0,1,324,30
E000369,P00197,I0358,Cardiovascular,oral liquid,2017-02-14,2017-06-24,130,1,0,0,,30
E000370,P00197,I0358,Cardiovascular,oral liquid,2017-09-23,2017-11-07,45,1,0,1,91,30
E000371,P00197,I0358,Cardiovascular,oral liquid,2018-08-24,2018-11-10,78,1,0,2,290,30
E000372,P00197,I0358,Cardiovascular,oral liquid,2019-03-17,2019-07-13,118,1,0,3,127,30
E000373,P00197,I0358,Cardiovascular,oral liquid,2020-05-07,2020-09-20,136,1,0,4,299,30
E000374,P00198,I0224,Electrolytes / fluids,oral solid,2018-04-05,2018-04-24,19,1,0,0,,30
E000375,P00198,I0224,Electrolytes / fluids,oral solid,2019-02-19,2019-06-18,119,1,0,1,301,30
E000376,P00199,I0054,Oncology,oral solid,2016-06-08,2016-06-27,19,1,0,0,,30
E000377,P00199,I0054,Oncology,oral solid,2018-08-04,2019-04-22,261,1,0,1,768,30
E000378,P00200,I0384,Anaesthesia,injection,2015-09-09,2015-10-17,38,1,0,0,,30
E000379,P00200,I0384,Anaesthesia,injection,2018-01-30,2018-04-20,80,1,0,1,836,30
E000380,P00200,I0384,Anaesthesia,injection,2020-02-21,2020-10-09,231,1,0,2,672,30
E000381,P00200,I0384,Anaesthesia,injection,2021-11-25,2022-08-21,269,1,0,3,412,30
E000382,P00201,I0176,Anaesthesia,inhalation,2016-07-29,2016-10-05,68,1,0,0,,30
E000383,P00201,I0176,Anaesthesia,inhalation,2018-08-28,2018-09-24,27,1,0,1,692,30
E000384,P00201,I0176,Anaesthesia,inhalation,2020-12-24,2021-03-17,83,1,0,2,822,30
E000385,P00202,I0024,Anaesthesia,oral solid,2015-04-21,2015-05-17,26,1,0,0,,30
E000386,P00202,I0024,Anaesthesia,oral solid,2017-02-01,2017-03-28,55,1,0,1,626,30
E000387,P00203,I0200,Cardiovascular,inhalation,2018-02-19,2018-04-04,44,1,0,0,,30
E000388,P00204,I0317,Oncology,ophthalmic,2015-05-05,2015-07-09,65,1,0,0,,30
E000389,P00204,I0317,Oncology,ophthalmic,2015-11-21,2016-04-28,159,1,0,1,135,30
E000390,P00205,I0008,Electrolytes / fluids,injection,2016-01-30,2016-05-28,119,1,0,0,,30
E000391,P00205,I0008,Electrolytes / fluids,injection,2017-12-26,2018-03-31,95,1,0,1,577,30
E000392,P00206,I0373,Respiratory,ophthalmic,2015-11-22,2016-01-20,59,1,0,0,,30
E000393,P00207,I0239,Immunologic,oral liquid,2016-12-14,2017-03-04,80,1,0,0,,30
E000394,P00207,I0239,Immunologic,oral liquid,2017-06-26,2017-12-29,186,1,0,1,114,30
E000395,P00207,I0239,Immunologic,oral liquid,2018-05-12,2018-06-18,37,1,0,2,134,30
E000396,P00208,I0101,Anaesthesia,oral solid,2016-09-27,2016-12-09,73,1,0,0,,30
E000397,P00209,I0193,Endocrine,ophthalmic,2015-03-22,2015-04-27,36,1,0,0,,30
E000398,P00209,I0193,Endocrine,ophthalmic,2015-12-17,2016-02-07,52,1,0,1,234,30
E000399,P00209,I0193,Endocrine,ophthalmic,2016-10-01,2016-10-23,22,1,0,2,237,30
E000400,P00210,I0016,Respiratory,ophthalmic,2015-01-21,2015-02-13,23,1,0,0,,30
E000401,P00211,I0405,Endocrine,oral liquid,2015-01-31,2015-04-26,85,1,0,0,,30
E000402,P00212,I0059,Electrolytes / fluids,injection,2016-03-02,2017-07-10,495,1,0,0,,30
E000403,P00212,I0059,Electrolytes / fluids,injection,2018-03-03,2018-06-28,117,1,0,1,236,30
E000404,P00213,I0267,Endocrine,inhalation,2016-12-05,2016-12-16,11,1,0,0,,30
E000405,P00214,I0302,Anaesthesia,oral solid,2016-05-22,2016-11-02,164,1,0,0,,30
E000406,P00214,I0302,Anaesthesia,oral solid,2018-09-18,2018-10-19,31,1,0,1,685,30
E000407,P00215,I0342,Anti-infective,injection,2016-11-16,2016-12-08,22,1,0,0,,30
E000408,P00215,I0342,Anti-infective,injection,2017-10-10,2017-10-29,19,1,0,1,306,30
E000409,P00216,I0001,Endocrine,inhalation,2017-10-15,2017-12-18,64,1,0,0,,30
E000410,P00216,I0001,Endocrine,inhalation,2018-01-27,2018-08-13,198,1,0,1,40,30
E000411,P00217,I0096,Anti-infective,injection,2016-11-26,2017-07-30,246,1,0,0,,30
E000412,P00217,I0096,Anti-infective,injection,2019-07-10,2019-09-05,57,1,0,1,710,30
E000413,P00218,I0048,Immunologic,oral solid,2016-07-29,2016-09-19,52,1,0,0,,30
E000414,P00219,I0251,Electrolytes / fluids,injection,2017-12-09,2018-04-25,137,1,0,0,,30
E000415,P00219,I0251,Electrolytes / fluids,injection,2019-05-30,2019-09-22,115,1,0,1,400,30
E000416,P00219,I0251,Electrolytes / fluids,injection,2021-06-01,2021-11-04,156,1,0,2,618,30
E000417,P00219,I0251,Electrolytes / fluids,injection,2024-03-21,2024-06-08,79,1,0,3,868,30
E000418,P00220,I0296,CNS / analgesia,injection,2018-01-02,2018-03-28,85,1,0,0,,30
E000419,P00220,I0296,CNS / analgesia,injection,2020-01-17,2020-03-02,45,1,0,1,660,30
E000420,P00221,I0249,CNS / analgesia,ophthalmic,2015-09-29,2015-12-08,70,1,0,0,,30
E000421,P00221,I0249,CNS / analgesia,ophthalmic,2018-05-18,2018-07-06,49,1,0,1,892,30
E000422,P00222,I0106,Cardiovascular,oral solid,2015-04-06,2015-06-26,81,1,0,0,,30
E000423,P00222,I0106,Cardiovascular,oral solid,2016-01-20,2016-05-17,118,1,0,1,208,30
E000424,P00223,I0042,CNS / analgesia,injection,2017-10-12,2017-11-09,28,1,0,0,,30
E000425,P00224,I0125,Cardiovascular,inhalation,2017-02-25,2017-04-18,52,1,0,0,,30
E000426,P00225,I0057,Oncology,oral solid,2016-10-02,2017-04-27,207,1,0,0,,30
E000427,P00225,I0057,Oncology,oral solid,2019-01-26,2019-11-02,280,1,0,1,639,30
E000428,P00225,I0057,Oncology,oral solid,2021-11-29,2022-06-12,195,1,0,2,758,30
E000429,P00225,I0057,Oncology,oral solid,2024-08-09,2024-09-08,30,1,0,3,789,30
E000430,P00226,I0061,Anaesthesia,injection,2016-06-20,2016-08-14,55,1,0,0,,30
E000431,P00226,I0061,Anaesthesia,injection,2018-08-24,2019-02-08,168,1,0,1,740,30
E000432,P00226,I0061,Anaesthesia,injection,2020-02-04,2020-05-08,94,1,0,2,361,30
E000433,P00226,I0061,Anaesthesia,injection,2021-07-03,2021-10-15,104,1,0,3,421,30
E000434,P00227,I0107,Immunologic,ophthalmic,2016-03-18,2016-05-15,58,1,0,0,,30
E000435,P00228,I0388,Ophthalmic,oral liquid,2016-12-18,2017-04-21,124,1,0,0,,30
E000436,P00228,I0388,Ophthalmic,oral liquid,2019-09-15,2019-10-26,41,1,0,1,877,30
E000437,P00228,I0388,Ophthalmic,oral liquid,2020-03-06,2020-12-11,280,1,0,2,132,30
E000438,P00228,I0388,Ophthalmic,oral liquid,2022-09-07,2022-11-10,64,1,0,3,635,30
E000439,P00229,I0090,Electrolytes / fluids,oral liquid,2016-06-02,2016-07-29,57,1,0,0,,30
E000440,P00229,I0090,Electrolytes / fluids,oral liquid,2016-09-30,2016-11-20,51,1,0,1,63,30
E000441,P00229,I0090,Electrolytes / fluids,oral liquid,2018-05-28,2018-09-15,110,1,0,2,554,30
E000442,P00229,I0090,Electrolytes / fluids,oral liquid,2020-10-29,2021-01-06,69,1,0,3,775,30
E000443,P00230,I0340,Anaesthesia,oral solid,2016-06-03,2017-11-09,524,1,0,0,,30
E000444,P00230,I0340,Anaesthesia,oral solid,2020-03-18,2020-07-21,125,1,0,1,860,30
E000445,P00231,I0287,Anti-infective,inhalation,2017-11-16,2018-01-30,75,1,0,0,,30
E000446,P00231,I0287,Anti-infective,inhalation,2018-06-08,2018-07-21,43,1,0,1,129,30
E000447,P00232,I0218,Electrolytes / fluids,injection,2015-04-29,2015-11-21,206,1,0,0,,30
E000448,P00233,I0038,Anaesthesia,ophthalmic,2016-01-09,2016-02-05,27,1,0,0,,30
E000449,P00233,I0038,Anaesthesia,ophthalmic,2016-05-25,2016-06-20,26,1,0,1,110,30
E000450,P00233,I0038,Anaesthesia,ophthalmic,2016-09-13,2017-02-04,144,1,0,2,85,30
E000451,P00233,I0038,Anaesthesia,ophthalmic,2017-11-18,2018-04-14,147,1,0,3,287,30
E000452,P00234,I0091,Anti-infective,inhalation,2017-08-22,2017-10-24,63,1,0,0,,30
E000453,P00234,I0091,Anti-infective,inhalation,2019-10-14,2020-06-15,245,1,0,1,720,30
E000454,P00235,I0133,Cardiovascular,oral liquid,2016-01-26,2016-04-14,79,1,0,0,,30
E000455,P00235,I0133,Cardiovascular,oral liquid,2018-05-19,2018-08-01,74,1,0,1,765,30
E000456,P00235,I0133,Cardiovascular,oral liquid,2019-02-15,2019-06-27,132,1,0,2,198,30
E000457,P00236,I0198,Cardiovascular,injection,2016-07-28,2016-10-21,85,1,0,0,,30
E000458,P00236,I0198,Cardiovascular,injection,2018-12-31,2019-03-12,71,1,0,1,801,30
E000459,P00237,I0110,Endocrine,oral liquid,2015-08-15,2016-08-05,356,1,0,0,,30
E000460,P00238,I0112,Endocrine,ophthalmic,2017-03-22,2017-04-18,27,1,0,0,,30
E000461,P00238,I0112,Endocrine,ophthalmic,2018-11-22,2018-12-22,30,1,0,1,583,30
E000462,P00238,I0112,Endocrine,ophthalmic,2019-03-25,2019-09-03,162,1,0,2,93,30
E000463,P00238,I0112,Endocrine,ophthalmic,2020-01-15,2020-02-13,29,1,0,3,134,30
E000464,P00238,I0112,Endocrine,ophthalmic,2022-01-29,2022-03-07,37,1,0,4,716,30
E000465,P00239,I0416,Cardiovascular,inhalation,2016-11-13,2017-02-11,90,1,0,0,,30
E000466,P00239,I0416,Cardiovascular,inhalation,2018-11-23,2019-01-25,63,1,0,1,650,30
E000467,P00240,I0224,Cardiovascular,inhalation,2015-05-16,2015-06-21,36,1,0,0,,30
E000468,P00241,I0062,Endocrine,oral solid,2015-04-08,2015-05-13,35,1,0,0,,30
E000469,P00242,I0306,Electrolytes / fluids,oral liquid,2017-11-03,2018-01-31,89,1,0,0,,30
E000470,P00242,I0306,Electrolytes / fluids,oral liquid,2019-10-23,2019-11-24,32,1,0,1,630,30
E000471,P00243,I0185,Electrolytes / fluids,ophthalmic,2015-09-23,2016-01-04,103,1,0,0,,30
E000472,P00244,I0399,Endocrine,oral liquid,2016-02-22,2016-08-15,175,1,0,0,,30
E000473,P00244,I0399,Endocrine,oral liquid,2017-09-16,2018-01-22,128,1,0,1,397,30
E000474,P00245,I0296,Ophthalmic,ophthalmic,2015-11-04,2015-11-30,26,1,0,0,,30
E000475,P00246,I0340,Oncology,ophthalmic,2017-04-27,2017-12-03,220,1,0,0,,30
E000476,P00247,I0400,Immunologic,oral liquid,2017-04-04,2017-05-01,27,1,0,0,,30
E000477,P00247,I0400,Immunologic,oral liquid,2019-07-27,2019-09-17,52,1,0,1,817,30
E000478,P00247,I0400,Immunologic,oral liquid,2020-11-07,2021-04-05,149,1,0,2,417,30
E000479,P00247,I0400,Immunologic,oral liquid,2022-06-08,2023-03-31,296,1,0,3,429,30
E000480,P00248,I0060,Immunologic,inhalation,2017-06-30,2018-02-04,219,1,0,0,,30
E000481,P00248,I0060,Immunologic,inhalation,2019-07-31,2019-09-26,57,1,0,1,542,30
E000482,P00249,I0230,Cardiovascular,injection,2016-08-08,2017-06-02,298,1,0,0,,30
E000483,P00249,I0230,Cardiovascular,injection,2017-09-19,2018-04-04,197,1,0,1,109,30
E000484,P00249,I0230,Cardiovascular,injection,2020-03-25,2020-07-02,99,1,0,2,721,30
E000485,P00250,I0180,CNS / analgesia,inhalation,2017-02-04,2017-05-08,93,1,0,0,,30
E000486,P00250,I0180,CNS / analgesia,inhalation,2019-08-14,2019-09-21,38,1,0,1,828,30
E000487,P00251,I0132,Cardiovascular,injection,2016-06-10,2016-07-16,36,1,0,0,,30
E000488,P00251,I0132,Cardiovascular,injection,2017-10-13,2018-02-22,132,1,0,1,454,30
E000489,P00252,I0354,Cardiovascular,ophthalmic,2016-08-07,2016-10-10,64,1,0,0,,30
E000490,P00253,I0429,Electrolytes / fluids,oral solid,2017-07-16,2017-12-28,165,1,0,0,,30
E000491,P00254,I0242,Cardiovascular,oral liquid,2015-08-03,2015-12-05,124,1,0,0,,30
E000492,P00255,I0041,Oncology,inhalation,2015-05-21,2015-06-14,24,1,0,0,,30
E000493,P00256,I0189,Endocrine,ophthalmic,2018-02-24,2018-04-05,40,1,0,0,,30
E000494,P00257,I0041,Endocrine,injection,2015-02-18,2015-04-07,48,1,0,0,,30
E000495,P00257,I0041,Endocrine,injection,2017-09-11,2018-07-26,318,1,0,1,888,30
E000496,P00257,I0041,Endocrine,injection,2018-10-05,2018-11-01,27,1,0,2,71,30
E000497,P00258,I0333,Anti-infective,injection,2016-12-03,2017-01-29,57,1,0,0,,30
E000498,P00258,I0333,Anti-infective,injection,2019-01-05,2019-01-25,20,1,0,1,706,30
E000499,P00259,I0055,CNS / analgesia,injection,2017-12-17,2019-08-03,594,1,0,0,,30
E000500,P00260,I0237,Endocrine,oral solid,2016-06-03,2016-07-19,46,1,0,0,,30
E000501,P00260,I0237,Endocrine,oral solid,2019-01-03,2019-02-10,38,1,0,1,898,30
E000502,P00260,I0237,Endocrine,oral solid,2021-02-08,2021-05-29,110,1,0,2,729,30
E000503,P00260,I0237,Endocrine,oral solid,2023-02-17,2023-03-28,39,1,0,3,629,30
E000504,P00261,I0151,Anaesthesia,oral liquid,2016-02-18,2016-04-08,50,1,0,0,,30
E000505,P00262,I0325,CNS / analgesia,inhalation,2017-12-21,2018-01-30,40,1,0,0,,30
E000506,P00262,I0325,CNS / analgesia,inhalation,2019-02-19,2019-05-06,76,1,0,1,385,30
E000507,P00262,I0325,CNS / analgesia,inhalation,2020-10-30,2021-03-21,142,1,0,2,543,30
E000508,P00262,I0325,CNS / analgesia,inhalation,2022-01-04,2022-03-22,77,1,0,3,289,30
E000509,P00263,I0304,Oncology,injection,2015-06-26,2015-12-28,185,1,0,0,,30
E000510,P00263,I0304,Oncology,injection,2016-07-18,2016-11-09,114,1,0,1,203,30
E000511,P00263,I0304,Oncology,injection,2017-08-10,2017-10-15,66,1,0,2,274,30
E000512,P00264,I0200,CNS / analgesia,oral liquid,2018-03-13,2018-04-30,48,1,0,0,,30
E000513,P00265,I0213,Cardiovascular,inhalation,2017-10-06,2017-10-28,22,1,0,0,,30
E000514,P00265,I0213,Cardiovascular,inhalation,2018-01-18,2018-03-06,47,1,0,1,82,30
E000515,P00265,I0213,Cardiovascular,inhalation,2018-10-16,2018-12-05,50,1,0,2,224,30
E000516,P00265,I0213,Cardiovascular,inhalation,2019-06-06,2019-08-05,60,1,0,3,183,30
E000517,P00266,I0164,Oncology,inhalation,2018-01-26,2019-04-27,456,1,0,0,,30
E000518,P00267,I0410,Endocrine,oral solid,2017-10-20,2017-11-09,20,1,0,0,,30
E000519,P00268,I0424,Endocrine,ophthalmic,2017-10-18,2017-11-13,26,1,0,0,,30
E000520,P00268,I0424,Endocrine,ophthalmic,2018-10-13,2018-11-01,19,1,0,1,334,30
E000521,P00269,I0340,Anaesthesia,ophthalmic,2016-10-27,2017-02-11,107,1,0,0,,30
E000522,P00269,I0340,Anaesthesia,ophthalmic,2019-02-08,2019-05-28,109,1,0,1,727,30
E000523,P00270,I0104,Anaesthesia,oral solid,2015-12-28,2016-08-27,243,1,0,0,,30
E000524,P00270,I0104,Anaesthesia,oral solid,2016-12-07,2017-02-13,68,1,0,1,102,30
E000525,P00271,I0424,Respiratory,ophthalmic,2017-09-29,2017-12-30,92,1,0,0,,30
E000526,P00272,I0429,Anti-infective,inhalation,2016-03-23,2016-07-25,124,1,0,0,,30
E000527,P00273,I0016,Anaesthesia,oral liquid,2016-05-18,2017-04-28,345,1,0,0,,30
E000528,P00273,I0016,Anaesthesia,oral liquid,2017-05-31,2017-08-11,72,1,0,1,33,30
E000529,P00274,I0242,Electrolytes / fluids,injection,2015-08-02,2016-10-02,427,1,0,0,,30
E000530,P00274,I0242,Electrolytes / fluids,injection,2018-08-18,2019-02-16,182,1,0,1,685,30
E000531,P00275,I0195,Electrolytes / fluids,inhalation,2015-09-13,2015-10-05,22,1,0,0,,30
E000532,P00276,I0280,Ophthalmic,ophthalmic,2016-03-03,2016-12-06,278,1,0,0,,30
E000533,P00276,I0280,Ophthalmic,ophthalmic,2018-10-08,2018-11-15,38,1,0,1,671,30
E000534,P00276,I0280,Ophthalmic,ophthalmic,2019-06-02,2019-08-02,61,1,0,2,199,30
E000535,P00277,I0013,Oncology,oral solid,2016-09-08,2016-11-04,57,1,0,0,,30
E000536,P00277,I0013,Oncology,oral solid,2017-02-21,2018-09-02,558,1,0,1,109,30
E000537,P00278,I0061,Cardiovascular,oral liquid,2015-07-11,2015-07-22,11,1,0,0,,30
E000538,P00278,I0061,Cardiovascular,oral liquid,2016-02-20,2016-05-20,90,1,0,1,213,30
E000539,P00279,I0099,Anti-infective,injection,2017-06-30,2017-10-22,114,1,0,0,,30
E000540,P00279,I0099,Anti-infective,injection,2018-05-23,2018-07-18,56,1,0,1,213,30
E000541,P00280,I0082,Anti-infective,inhalation,2015-10-05,2015-12-31,87,1,0,0,,30
E000542,P00281,I0410,Cardiovascular,ophthalmic,2017-01-19,2017-12-09,324,1,0,0,,30
E000543,P00281,I0410,Cardiovascular,ophthalmic,2019-11-23,2020-03-29,127,1,0,1,714,30
E000544,P00281,I0410,Cardiovascular,ophthalmic,2020-09-21,2020-10-31,40,1,0,2,176,30
E000545,P00281,I0410,Cardiovascular,ophthalmic,2021-09-15,2022-05-15,242,1,0,3,319,30
E000546,P00282,I0012,Endocrine,oral solid,2015-04-05,2015-09-21,169,1,0,0,,30
E000547,P00282,I0012,Endocrine,oral solid,2017-06-28,2017-08-24,57,1,0,1,646,30
E000548,P00283,I0067,Ophthalmic,injection,2018-02-14,2018-03-27,41,1,0,0,,30
E000549,P00284,I0411,Respiratory,injection,2016-04-11,2017-05-27,411,1,0,0,,30
E000550,P00284,I0411,Respiratory,injection,2019-09-11,2019-10-29,48,1,0,1,837,30
